id,type,label,group,date,status,ai,audience,region,wealth,conf,desc,metrics,src
pp_sieg,person,Andy Sieg,citi,,,,,,,,"Head of Citi Wealth: ""Citi Sky will change the model of wealth management.""",,https://www.citigroup.com/rcs/citigpa/storage/public/investor-day/citi-ID26-wealth-presentation-transcript.pdf
pp_griffiths,person,David Griffiths,citi,,,,,,,,"Citi CTO; led Stylus, Arc and developer AI.",,https://www.ciodive.com/news/citi-launches-arc-scale-ai-agents/819113/
pp_saluzzo,person,Brian Saluzzo,citi,,,,,,,,Citi CIO from Mar 2026 (ex-Google) to scale AI.,,https://www.bankingdive.com/news/citi-hires-google-exec-brian-saluzzo-cio-tim-ryan/818767/
pp_moore,person,Kate Moore,citi,,,,,,,,Citi Wealth CIO; team layering agentic AI onto proprietary research.,,https://www.citigroup.com/rcs/citigpa/storage/public/investor-day/citi-ID26-wealth-presentation-transcript.pdf
pp_bonanno,person,Joe Bonanno,citi,,,,,,,,"Head of Data, Analytics & Innovation, Citi Wealth.",,https://www.citigroup.com/global/news/press-release/2025/citi-wealth-launches-advisor-insights-askwealth
pp_gupta,person,Sameer Gupta,lloyds,,,,,,,,Lloyds Chief Data & AI Officer from Jun 2026 (ex-DBS Chief Analytics Officer).,,https://www.lloydsbankinggroup.com/media/press-releases/2026/lloyds-banking-group/sameer-gupta-chief-data-ai-officer.html
pp_dhawan,person,Rohit Dhawan,lloyds,,,,,,,,"Lloyds Group Head of AI; ""2026: The year of Agentic AI"".",,https://www.lloydsbankinggroup.com/insights/2026-the-year-of-agentic-ai-and-a-new-era-for-finance.html
pp_kemenade,person,Ron van Kemenade,lloyds,,,,,,,,Lloyds COO; sponsor of Envoy.,,https://www.lloydsbankinggroup.com/media/press-releases/2026/lloyds-banking-group/lloyds-banking-group-unveils-envoy.html
pp_boteju,person,Ranil Boteju,lloyds,,,,,,,,Lloyds Chief Data & Analytics Officer through 2025; fronted the Financial Assistant.,,https://www.lloydsbankinggroup.com/media/press-releases/2025/lloyds-banking-group-2025/lloyds-banking-group-unveils-uks-first-ai-powered-financial-assistant.html
pp_brink,person,Dr Suzanne Brink,lloyds,,,,,,,,Lloyds Head of Responsible AI.,,https://www.lloydsbankinggroup.com/media/press-releases/2026/lloyds/responsible-ai-expertise.html
pp_barua,person,Chira Barua,lloyds,,,,,,,,"Scottish Widows CEO: InvestAI is ""like a satnav for investments"".",,https://www.resultsense.com/news/2026-04-22-lloyds-scottish-widows-ai-investment-guidance/
pp_pantic,person,Dr Maja Pantic,natwest,,,,,,,,"NatWest's first Chief AI Research Officer (Jun 2025; ex-Imperial, Samsung AI, Meta).",,https://www.natwestgroup.com/news-and-insights/news-room/press-releases/ai-and-data/2025/jun/natwest-appoints-dr-maja-pantic-as-the-banks-first-chief-ai-rese.html
pp_marcar,person,Scott Marcar,natwest,,,,,,,,NatWest CIO; OpenAI collaboration spokesperson.,,https://www.natwestgroup.com/news-and-insights/news-room/press-releases/ai-and-data/2025/mar/natwest-open-ai-collaborate-to-accelerate-cutting-edge-ai-transf.html
pp_oulidi,person,Jamel Oulidi,natwest,,,,,,,,PB&WM COO: AI call summaries save up to 15 min per client meeting.,,https://www.investors.rbs.com/~/media/Files/R/RBS-IR-V2/documents/natwest-group-private-banking-wealth-management-spotlight-transcript-260625.pdf
pp_thwaite,person,Paul Thwaite,natwest,,,,,,,,NatWest CEO; AI will take over some existing banking roles.,,https://www.pymnts.com/news/banking/2026/natwest-ceo-says-ai-will-take-over-some-existing-banking-roles/
pp_dimon,person,Jamie Dimon,jpm,,,,,,,,"JPMorgan CEO: AI ""will affect virtually every function, application and process"".",,https://www.jpmorganchase.com/ir/annual-report/2025/ar-ceo-letters
pp_waldron,person,Derek Waldron,jpm,,,,,,,,"JPMorgan Chief Analytics Officer: ""a truly AI-connected enterprise"".",,https://www.jpmorganchase.com/about/technology/blog/jpmc-evident-25
pp_erdoes,person,Mary Erdoes,jpm,,,,,,,,Head of JPMorgan Asset & Wealth Management; described Coach AI.,,https://www.investing.com/news/stock-market-news/jpmorgan-says-ai-helped-boost-sales-add-clients-in-market-turmoil-4022588
pp_storonsky,person,Nik Storonsky,revolut,,,,,,,,Revolut co-founder & CEO; announced the AI financial companion (Nov 2024).,,https://www.retailbankerinternational.com/news/revolut-2025-plans-ai-assistant-digital-mortgages/
pp_bashlykov,person,Leonid Bashlykov,revolut,,,,,,,,"Revolut Head of Crypto Product: ""Rebalance to 60/40 BTC/ETH… That's now a prompt.""",,https://www.financemagnates.com/forex/analysis/revolut-built-a-trading-desk-with-ai-in-30-minutes-will-prompts-replace-broker-platforms/
pp_ashminov,person,Ivan Ashminov,t212,,,,,,,,Trading 212 co-founder & chair; went back to coding to prototype AI features (May 2025).,,https://uk.news.yahoo.com/meet-trading-212-ivan-ashminov-142641751.html
